id_student,code_module,code_presentation,total_score*weight,attempted_weight,adjusted_mark,mark,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,module_presentation
483858,EEE,2014J,8548.0,100.0,66.20875634515264,42.7,F,Scotland,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,EEE_2014J
483869,DDD,2013B,3395.5,38.0,23.25153374233129,17.0,M,North Region,Lower Than A Level,10-20,0-35,0,180,Y,Fail,DDD_2013B
483872,FFF,2013B,8700.0,100.0,67.14784263956798,43.5,M,London Region,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,FFF_2013B
483876,BBB,2013J,5494.0,81.0,43.57550761420978,27.5,F,London Region,No Formal quals,50-60%,0-35,0,120,N,Pass,BBB_2013J
483921,BBB,2014B,1502.0,25.0,12.246932515337424,7.5,F,East Anglian Region,Lower Than A Level,60-70%,35-55,0,60,N,Fail,BBB_2014B
483934,DDD,2013J,8190.0,200.0,41.0,41.0,M,North Western Region,Lower Than A Level,20-30%,0-35,1,60,N,Distinction,DDD_2013J
483952,BBB,2013B,5572.0,100.0,33.489263803680984,27.9,F,East Anglian Region,Lower Than A Level,50-60%,0-35,0,120,N,Fail,BBB_2013B
483959,GGG,2013J,4933.3,100.0,41.827411167510945,24.7,F,South Region,A Level or Equivalent,70-80%,0-35,0,90,N,Pass,GGG_2013J
483975,FFF,2014B,4625.0,100.0,41.16434010152173,23.1,M,North Region,Lower Than A Level,,0-35,1,120,N,Pass,FFF_2014B
483997,FFF,2013B,8225.0,100.0,63.9562182740888,41.1,F,North Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,FFF_2013B
484010,FFF,2014J,6075.0,75.0,35.40644171779141,30.4,M,East Anglian Region,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,FFF_2014J
484039,BBB,2013B,1484.0,62.0,12.016871165644172,7.4,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,180,N,Fail,BBB_2013B
484075,FFF,2014B,8650.0,100.0,66.77347715733484,43.2,M,Wales,A Level or Equivalent,10-20,0-35,1,90,N,Pass,FFF_2014B
484125,FFF,2013J,1450.0,25.0,11.840490797546012,7.2,M,Ireland,Lower Than A Level,10-20,0-35,1,120,N,Fail,FFF_2013J
484130,DDD,2014B,590.0,10.0,,,F,London Region,A Level or Equivalent,60-70%,0-35,0,70,N,Withdrawn,DDD_2014B
484130,DDD,2014J,895.0,15.0,,,F,London Region,A Level or Equivalent,60-70%,0-35,1,180,N,Withdrawn,DDD_2014J
484135,BBB,2013B,365.0,5.0,,,F,London Region,HE Qualification,70-80%,0-35,0,60,N,Withdrawn,BBB_2013B
484135,BBB,2013J,5949.0,99.0,45.488578680197804,29.7,F,London Region,HE Qualification,70-80%,0-35,1,60,N,Pass,BBB_2013J
484165,FFF,2013B,2000.0,25.0,16.809815950920246,10.0,M,North Western Region,A Level or Equivalent,40-50%,0-35,1,150,N,Fail,FFF_2013B
484174,CCC,2014B,646.0,17.0,,,M,South West Region,Lower Than A Level,20-30%,0-35,0,90,N,Withdrawn,CCC_2014B
484213,DDD,2014B,15010.0,200.0,75.0,75.0,F,London Region,A Level or Equivalent,10-20,0-35,0,130,N,Distinction,DDD_2014B
484223,CCC,2014J,9334.0,128.0,69.36865482230698,46.7,F,Ireland,Lower Than A Level,90-100%,0-35,0,90,N,Pass,CCC_2014J
484223,FFF,2014B,7750.0,100.0,59.79378172586942,38.8,F,Ireland,Lower Than A Level,90-100%,0-35,0,60,N,Pass,FFF_2014B
484242,FFF,2013B,2025.0,25.0,,,M,Wales,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn,FFF_2013B
484242,FFF,2013J,2600.0,50.0,19.762269938650306,13.0,M,Wales,A Level or Equivalent,50-60%,0-35,1,120,N,Fail,FFF_2013J
484252,BBB,2014J,5355.0,100.0,43.086928934007204,26.8,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,BBB_2014J
484266,DDD,2013B,1428.0,25.5,,,M,Scotland,Lower Than A Level,10-20,0-35,0,120,N,Withdrawn,DDD_2013B
484301,BBB,2013J,7394.0,100.0,56.392766497446274,37.0,F,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,Y,Pass,BBB_2013J
484312,FFF,2013J,1400.0,25.0,11.411042944785276,7.0,M,London Region,A Level or Equivalent,0-10%,0-35,1,90,N,Fail,FFF_2013J
484355,DDD,2013J,1302.5,40.0,,,M,Yorkshire Region,Lower Than A Level,30-40%,0-35,1,60,N,Withdrawn,DDD_2013J
484412,BBB,2013J,6685.0,100.0,50.329949238568815,33.4,F,South West Region,A Level or Equivalent,0-10%,35-55,0,120,N,Pass,BBB_2013J
484423,DDD,2013J,16867.5,200.0,84.3,84.3,F,South West Region,A Level or Equivalent,90-100%,0-35,0,60,N,Distinction,DDD_2013J
484435,CCC,2014J,6372.0,68.0,70.79947575360383,31.9,F,Scotland,HE Qualification,20-30%,35-55,0,60,N,Distinction,CCC_2014J
484436,DDD,2013J,10842.5,200.0,54.2,54.2,M,North Western Region,Lower Than A Level,0-10%,0-35,1,60,N,Distinction,DDD_2013J
484458,FFF,2013B,8725.0,100.0,86.71035386630955,43.6,F,London Region,A Level or Equivalent,70-80%,35-55,0,90,N,Distinction,FFF_2013B
484464,CCC,2014B,4523.0,75.0,40.99302030456758,22.6,F,London Region,No Formal quals,10-20,0-35,0,60,N,Pass,CCC_2014B
484475,FFF,2013J,1975.0,25.0,,,M,North Region,A Level or Equivalent,0-10%,0-35,0,60,N,Withdrawn,FFF_2013J
484490,BBB,2014J,6940.0,100.0,52.42385786800844,34.7,F,South Region,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,BBB_2014J
484494,FFF,2014J,875.0,12.5,,,M,South West Region,Lower Than A Level,60-70%,0-35,0,120,N,Withdrawn,FFF_2014J
484550,BBB,2014J,0.0,0.0,0.3911042944785276,0.0,F,Wales,Lower Than A Level,10-20,0-35,0,120,N,Fail,BBB_2014J
484556,FFF,2013B,5550.0,100.0,33.38957055214724,27.8,M,South East Region,Lower Than A Level,40-50%,0-35,0,60,Y,Fail,FFF_2013B
484574,FFF,2013J,4250.0,75.0,27.57668711656442,21.2,F,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Fail,FFF_2013J
484594,FFF,2014J,6450.0,100.0,48.51840101522029,32.2,F,South West Region,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,FFF_2014J
484675,FFF,2014B,3650.0,100.0,,,M,North Western Region,Lower Than A Level,0-10%,35-55,2,120,Y,Withdrawn,FFF_2014B
484762,DDD,2014B,11737.5,180.0,65.2,58.7,F,South East Region,A Level or Equivalent,10-20,35-55,2,120,Y,Distinction,DDD_2014B
484768,BBB,2013B,4348.0,81.0,40.71065989847648,21.7,F,London Region,No Formal quals,10-20,0-35,1,240,N,Pass,BBB_2013B
484780,FFF,2013B,6300.0,100.0,47.595177664967366,31.5,F,South East Region,Lower Than A Level,70-80%,0-35,0,90,N,Pass,FFF_2013B
484787,CCC,2014J,156.0,2.0,,,F,North Western Region,A Level or Equivalent,70-80%,0-35,1,30,N,Withdrawn,CCC_2014J
484790,FFF,2013B,6675.0,100.0,50.380710659888564,33.4,M,East Anglian Region,A Level or Equivalent,20-30%,0-35,1,180,N,Pass,FFF_2013B
484816,DDD,2013B,3610.0,48.5,24.171779141104295,18.0,M,London Region,Lower Than A Level,30-40%,0-35,0,60,N,Fail,DDD_2013B
484885,BBB,2013B,5967.0,80.0,34.984662576687114,29.8,F,North Region,Lower Than A Level,50-60%,35-55,1,180,N,Fail,BBB_2013B
484897,AAA,2014J,6110.0,100.0,46.53553299491762,30.6,F,South West Region,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,AAA_2014J
484933,BBB,2013B,9522.0,100.0,69.60025380707833,47.6,F,Yorkshire Region,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,BBB_2013B
484947,FFF,2013B,7150.0,100.0,54.38769035531621,35.8,M,Ireland,A Level or Equivalent,10-20,0-35,0,90,N,Pass,FFF_2013B
484983,BBB,2014B,3535.0,45.0,,,F,South West Region,Lower Than A Level,40-50%,0-35,1,120,N,Withdrawn,BBB_2014B
484999,DDD,2013B,474.0,9.5,,,M,South Region,Lower Than A Level,70-80%,0-35,0,120,N,Withdrawn,DDD_2013B
484999,DDD,2013J,560.0,10.0,,,M,South Region,Lower Than A Level,70-80%,0-35,1,60,N,Withdrawn,DDD_2013J
485006,BBB,2013J,5355.0,82.0,43.09644670050466,26.8,F,Wales,Lower Than A Level,10-20,35-55,0,60,Y,Pass,BBB_2013J
485180,BBB,2014B,7147.0,100.0,54.16560913704231,35.7,F,South West Region,Lower Than A Level,40-50%,0-35,0,195,N,Pass,BBB_2014B
485195,DDD,2013J,10667.5,200.0,53.3,53.3,F,South West Region,Lower Than A Level,90-100%,0-35,1,120,N,Distinction,DDD_2013J
485219,DDD,2014B,1307.5,40.0,10.590490797546012,6.5,M,East Anglian Region,A Level or Equivalent,10-20,0-35,1,90,N,Fail,DDD_2014B
485228,FFF,2014J,5550.0,100.0,33.45858895705521,27.8,F,Scotland,Lower Than A Level,0-10%,35-55,0,60,Y,Fail,FFF_2014J
485262,BBB,2014B,8595.0,100.0,66.60215736038069,43.0,F,North Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,BBB_2014B
485282,DDD,2014J,14105.0,175.0,80.6,70.5,F,South Region,A Level or Equivalent,60-70%,0-35,0,60,N,Distinction,DDD_2014J
485312,CCC,2014B,13803.0,150.0,92.0,69.0,M,Scotland,HE Qualification,80-90%,0-35,0,90,N,Distinction,CCC_2014B
485312,FFF,2014B,7825.0,100.0,60.425126903533794,39.1,M,Scotland,HE Qualification,80-90%,0-35,0,90,N,Pass,FFF_2014B
485374,CCC,2014B,9451.0,128.0,69.52411167509871,47.3,F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,CCC_2014B
485374,EEE,2013J,7064.0,100.0,53.48350253805819,35.3,F,Scotland,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,EEE_2013J
485399,BBB,2013B,6313.0,100.0,47.76649746192152,31.6,F,South Region,Lower Than A Level,70-80%,0-35,1,180,N,Pass,BBB_2013B
485421,DDD,2014J,8675.0,195.0,44.5,43.4,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,120,N,Distinction,DDD_2014J
485439,BBB,2013J,360.0,6.0,,,F,Wales,Lower Than A Level,0-10%,35-55,1,60,Y,Withdrawn,BBB_2013J
485439,BBB,2014J,600.0,10.0,,,F,Wales,Lower Than A Level,0-10%,35-55,2,60,Y,Withdrawn,BBB_2014J
485448,GGG,2014B,7166.7,100.0,73.07994757535901,35.8,F,South West Region,Lower Than A Level,40-50%,0-35,0,30,N,Distinction,GGG_2014B
485464,DDD,2013B,9421.0,200.0,47.1,47.1,M,East Midlands Region,A Level or Equivalent,10-20,0-35,1,180,N,Distinction,DDD_2013B
485506,DDD,2013J,11562.5,200.0,57.8,57.8,F,West Midlands Region,A Level or Equivalent,10-20,0-35,0,120,N,Distinction,DDD_2013J
485519,DDD,2013J,14377.5,200.0,71.9,71.9,F,North Western Region,A Level or Equivalent,20-30%,0-35,1,60,N,Distinction,DDD_2013J
485528,FFF,2013B,8025.0,100.0,62.25888324870971,40.1,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,FFF_2013B
485534,BBB,2013J,8429.0,100.0,81.36304062909049,42.1,F,Wales,A Level or Equivalent,0-10%,35-55,0,60,N,Distinction,BBB_2013J
485544,FFF,2013B,4750.0,100.0,30.0,23.8,M,West Midlands Region,HE Qualification,0-10%,0-35,0,150,N,Fail,FFF_2013B
485582,EEE,2013J,7472.0,100.0,57.13832487308008,37.4,M,Scotland,HE Qualification,40-50%,35-55,0,30,Y,Pass,EEE_2013J
485594,CCC,2014B,0.0,2.0,,,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,180,N,Withdrawn,CCC_2014B
485594,DDD,2013J,11492.5,200.0,57.5,57.5,F,West Midlands Region,A Level or Equivalent,30-40%,0-35,1,120,N,Distinction,DDD_2013J
485604,CCC,2014B,12937.0,150.0,86.2,64.7,F,London Region,A Level or Equivalent,20-30%,0-35,0,30,N,Distinction,CCC_2014B
485630,BBB,2013B,7146.0,100.0,54.19733502536715,35.7,F,East Anglian Region,A Level or Equivalent,30-40%,0-35,1,120,N,Pass,BBB_2013B
485671,FFF,2013J,6225.0,100.0,47.10659898476479,31.1,M,East Anglian Region,Lower Than A Level,50-60%,0-35,1,150,Y,Pass,FFF_2013J
485675,BBB,2014B,4044.0,95.0,26.357361963190183,20.2,F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Fail,BBB_2014B
485734,DDD,2013J,8967.5,200.0,44.8,44.8,M,Wales,Lower Than A Level,70-80%,35-55,0,60,N,Distinction,DDD_2013J
485762,BBB,2013J,7418.0,100.0,56.70050761419725,37.1,F,Yorkshire Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,BBB_2013J
485766,DDD,2013B,16876.0,200.0,84.4,84.4,M,Ireland,A Level or Equivalent,,0-35,0,60,N,Distinction,DDD_2013B
485768,FFF,2013B,6900.0,100.0,52.182741116739635,34.5,M,East Anglian Region,Lower Than A Level,90-100%,0-35,0,60,N,Pass,FFF_2013B
485772,BBB,2013J,7196.0,100.0,38.374233128834355,36.0,F,Yorkshire Region,Lower Than A Level,70-80%,0-35,0,60,N,Fail,BBB_2013J
485780,FFF,2014B,8050.0,100.0,62.293781725867035,40.2,F,North Region,HE Qualification,,0-35,0,90,N,Pass,FFF_2014B
485791,DDD,2013J,11625.0,200.0,58.1,58.1,F,Scotland,A Level or Equivalent,70-80%,0-35,0,90,N,Distinction,DDD_2013J
485853,BBB,2014J,0.0,0.0,,,F,Scotland,HE Qualification,20-30%,0-35,1,180,Y,Withdrawn,BBB_2014J
485885,FFF,2013J,8775.0,100.0,67.53172588829858,43.9,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,90,N,Pass,FFF_2013J
485898,EEE,2013J,5868.0,72.0,45.12055837562963,29.3,M,Scotland,HE Qualification,20-30%,35-55,0,60,N,Pass,EEE_2013J
485909,EEE,2013J,6120.0,100.0,46.51332487309023,30.6,M,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,EEE_2013J
485920,CCC,2014J,2598.0,68.0,,,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,30,N,Withdrawn,CCC_2014J
485920,EEE,2014B,7296.0,100.0,55.49809644668571,36.5,M,East Anglian Region,Lower Than A Level,60-70%,0-35,0,30,N,Pass,EEE_2014B
485944,CCC,2014B,2335.0,40.0,18.642638036809817,11.7,M,North Western Region,Lower Than A Level,40-50%,0-35,0,30,N,Fail,CCC_2014B
485962,AAA,2014J,8090.0,100.0,62.6237309644454,40.4,F,East Anglian Region,HE Qualification,70-80%,0-35,0,120,N,Pass,AAA_2014J
485980,BBB,2014B,6563.0,100.0,49.48921319796048,32.8,M,East Midlands Region,Lower Than A Level,0-10%,35-55,0,270,N,Pass,BBB_2014B
486004,BBB,2013J,4701.0,82.0,41.34200507614085,23.5,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,BBB_2013J
486007,FFF,2013B,8150.0,100.0,63.29949238576455,40.8,F,South East Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,FFF_2013B
486022,DDD,2014B,11812.5,200.0,59.1,59.1,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,N,Distinction,DDD_2014B
486087,FFF,2014J,8625.0,100.0,85.04587155962616,43.1,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,120,N,Distinction,FFF_2014J
486099,BBB,2013B,6647.0,82.0,50.003172588822935,33.2,F,South Region,A Level or Equivalent,60-70%,0-35,1,180,N,Pass,BBB_2013B
486145,FFF,2013B,2925.0,50.0,21.02760736196319,14.6,M,South Region,HE Qualification,40-50%,0-35,1,120,N,Fail,FFF_2013B
486279,GGG,2014B,8466.7,100.0,81.96592398426715,42.3,M,South West Region,Lower Than A Level,30-40%,0-35,0,30,N,Distinction,GGG_2014B
486282,BBB,2013B,1227.0,24.0,10.107361963190185,6.1,F,South West Region,Lower Than A Level,40-50%,0-35,1,120,Y,Fail,BBB_2013B
486287,DDD,2014J,14355.0,200.0,71.8,71.8,M,South East Region,Lower Than A Level,50-60%,0-35,0,60,Y,Distinction,DDD_2014J
486300,CCC,2014J,724.0,11.0,6.196319018404908,3.6,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,30,N,Fail,CCC_2014J
486378,CCC,2014B,80.0,2.0,,,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,120,N,Withdrawn,CCC_2014B
486391,BBB,2013B,8543.0,100.0,66.20241116748767,42.7,F,Wales,Lower Than A Level,60-70%,0-35,1,120,N,Pass,BBB_2013B
486457,BBB,2013J,7088.0,100.0,72.81782437745612,35.4,F,London Region,A Level or Equivalent,10-20,0-35,0,60,N,Distinction,BBB_2013J
486511,FFF,2013J,6025.0,100.0,45.98350253806535,30.1,M,Ireland,Lower Than A Level,20-30%,0-35,0,60,N,Pass,FFF_2013J
486516,BBB,2014J,5190.0,100.0,31.82515337423313,26.0,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,BBB_2014J
486521,BBB,2013B,6054.0,100.0,35.352760736196316,30.3,F,South West Region,Lower Than A Level,60-70%,0-35,1,120,N,Fail,BBB_2013B
486533,DDD,2013J,15872.5,200.0,79.4,79.4,F,Ireland,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction,DDD_2013J
486545,EEE,2013J,8576.0,100.0,66.42449238576157,42.9,M,South West Region,A Level or Equivalent,40-50%,0-35,0,60,Y,Pass,EEE_2013J
486551,FFF,2013J,4450.0,100.0,40.87246192893318,22.2,M,South Region,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,FFF_2013J
486656,BBB,2013B,8170.0,100.0,79.09567496723045,40.8,F,Yorkshire Region,A Level or Equivalent,50-60%,35-55,1,120,N,Distinction,BBB_2013B
486737,CCC,2014B,80.0,2.0,,,M,North Western Region,Lower Than A Level,10-20,0-35,0,60,Y,Withdrawn,CCC_2014B
486836,EEE,2014B,8312.0,100.0,64.65736040606782,41.6,F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,N,Pass,EEE_2014B
486877,CCC,2014J,156.0,2.0,,,M,South East Region,A Level or Equivalent,60-70%,0-35,0,30,N,Withdrawn,CCC_2014J
486877,DDD,2013J,12730.0,180.0,70.7,63.6,M,South East Region,A Level or Equivalent,60-70%,0-35,0,150,N,Distinction,DDD_2013J
486890,DDD,2013J,11565.0,200.0,57.8,57.8,M,East Anglian Region,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,DDD_2013J
486948,FFF,2013J,4825.0,75.0,30.26073619631902,24.1,M,South West Region,HE Qualification,70-80%,0-35,1,60,N,Fail,FFF_2013J
486964,EEE,2013J,992.0,16.0,8.581288343558283,5.0,M,Scotland,Lower Than A Level,50-60%,0-35,0,60,N,Fail,EEE_2013J
486964,FFF,2014J,8025.0,100.0,62.24302030454729,40.1,M,Scotland,Lower Than A Level,50-60%,0-35,0,120,N,Pass,FFF_2014J
486994,BBB,2014B,7479.0,82.0,75.0982961992113,37.4,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,N,Distinction,BBB_2014B
487002,BBB,2014B,7303.0,82.0,73.95806028833371,36.5,F,South East Region,A Level or Equivalent,20-30%,0-35,0,180,N,Distinction,BBB_2014B
487168,FFF,2013B,5025.0,100.0,31.11196319018405,25.1,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,N,Fail,FFF_2013B
487168,FFF,2014B,3975.0,100.0,25.98926380368098,19.9,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,1,150,N,Fail,FFF_2014B
487214,BBB,2013J,4629.0,62.0,29.37883435582822,23.1,F,Ireland,Lower Than A Level,40-50%,0-35,0,60,N,Fail,BBB_2013J
487239,EEE,2014B,8176.0,100.0,63.458121827388766,40.9,M,North Western Region,A Level or Equivalent,60-70%,0-35,1,120,N,Pass,EEE_2014B
487247,DDD,2013B,1439.5,25.5,,,M,Ireland,A Level or Equivalent,50-60%,0-35,1,210,N,Withdrawn,DDD_2013B
487267,DDD,2013B,360.0,9.5,,,F,Scotland,Lower Than A Level,0-10%,35-55,0,60,Y,Withdrawn,DDD_2013B
487271,FFF,2013B,2300.0,25.0,,,M,East Midlands Region,Lower Than A Level,50-60%,0-35,1,120,N,Withdrawn,FFF_2013B
487278,GGG,2014B,7766.7,100.0,76.38269986893549,38.8,M,West Midlands Region,Lower Than A Level,70-80%,0-35,0,60,N,Distinction,GGG_2014B
487293,DDD,2013J,9785.0,200.0,48.9,48.9,F,North Western Region,A Level or Equivalent,60-70%,0-35,1,120,N,Distinction,DDD_2013J
487314,CCC,2014J,10416.0,148.0,69.80012690352484,52.1,M,Wales,HE Qualification,70-80%,0-35,0,60,N,Pass,CCC_2014J
487314,FFF,2014B,9225.0,100.0,94.6657929226624,46.1,M,Wales,HE Qualification,70-80%,0-35,0,60,N,Distinction,FFF_2014B
487329,BBB,2013B,8150.0,99.0,39.54754601226994,40.8,F,Yorkshire Region,A Level or Equivalent,0-10%,0-35,1,180,N,Fail,BBB_2013B
487371,BBB,2013J,7076.0,100.0,53.66751269034228,35.4,F,Scotland,HE Qualification,10-20,35-55,0,60,N,Pass,BBB_2013J
487543,BBB,2014B,4943.0,100.0,41.8369289340084,24.7,M,East Anglian Region,A Level or Equivalent,30-40%,0-35,0,180,N,Pass,BBB_2014B
487556,DDD,2013J,2877.5,40.0,,,M,East Midlands Region,HE Qualification,90-100%,0-35,0,60,N,Withdrawn,DDD_2013J
487556,DDD,2014J,11610.0,200.0,58.0,58.0,M,East Midlands Region,HE Qualification,90-100%,0-35,1,60,N,Distinction,DDD_2014J
487570,CCC,2014J,88.0,2.0,,,F,East Anglian Region,A Level or Equivalent,90-100%,35-55,1,60,N,Withdrawn,CCC_2014J
487588,EEE,2013J,9100.0,100.0,93.21100917430134,45.5,M,East Midlands Region,A Level or Equivalent,30-40%,0-35,0,30,N,Distinction,EEE_2013J
487607,DDD,2014J,4050.0,100.0,26.365030674846626,20.2,M,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,DDD_2014J
487621,EEE,2013J,8884.0,100.0,67.94733502535402,44.4,M,East Midlands Region,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,EEE_2013J
487629,CCC,2014B,5506.0,150.0,27.5,27.5,M,North Western Region,A Level or Equivalent,10-20,0-35,0,30,N,Pass,CCC_2014B
487636,FFF,2013B,6125.0,100.0,46.44035532994309,30.6,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,90,N,Pass,FFF_2013B
487646,BBB,2013B,4838.0,100.0,30.368098159509202,24.2,F,East Anglian Region,Lower Than A Level,70-80%,0-35,1,120,N,Fail,BBB_2013B
487681,BBB,2013J,5951.0,81.0,45.571065989842396,29.8,F,Wales,Lower Than A Level,0-10%,0-35,0,60,N,Pass,BBB_2013J
487711,DDD,2013B,19040.5,200.0,95.2,95.2,F,London Region,HE Qualification,0-10%,0-35,0,120,N,Distinction,DDD_2013B
488136,FFF,2013J,1925.0,25.0,,,M,South Region,Lower Than A Level,80-90%,0-35,1,120,N,Withdrawn,FFF_2013J
488136,FFF,2014J,1925.0,25.0,,,M,South Region,Lower Than A Level,80-90%,0-35,2,60,N,Withdrawn,FFF_2014J
488185,BBB,2013B,360.0,5.0,3.1978527607361964,1.8,F,North Western Region,Lower Than A Level,0-10%,0-35,0,120,N,Fail,BBB_2013B
488195,BBB,2013J,8976.0,100.0,68.30583756342475,44.9,F,Yorkshire Region,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,BBB_2013J
488324,FFF,2013J,650.0,12.5,5.559815950920245,3.2,M,London Region,A Level or Equivalent,20-30%,35-55,0,120,N,Fail,FFF_2013J
488386,FFF,2013B,725.0,12.5,,,F,London Region,HE Qualification,20-30%,0-35,0,60,Y,Withdrawn,FFF_2013B
488386,FFF,2014B,5025.0,100.0,31.073619631901842,25.1,F,London Region,HE Qualification,20-30%,0-35,1,60,Y,Fail,FFF_2014B
488394,FFF,2013J,8050.0,100.0,62.3413705583543,40.2,M,East Anglian Region,Lower Than A Level,30-40%,35-55,0,60,N,Pass,FFF_2013J
488425,BBB,2013B,3570.0,44.0,24.0260736196319,17.8,M,South East Region,Lower Than A Level,10-20,35-55,0,60,N,Fail,BBB_2013B
488427,BBB,2013J,5825.0,100.0,44.917512690350634,29.1,F,East Anglian Region,Lower Than A Level,60-70%,0-35,0,60,N,Pass,BBB_2013J
488431,CCC,2014B,6321.0,150.0,42.1,31.6,M,North Region,Lower Than A Level,,0-35,0,90,Y,Distinction,CCC_2014B
488445,GGG,2014B,7000.0,100.0,52.776015228414195,35.0,F,South East Region,Lower Than A Level,90-100%,35-55,0,30,N,Pass,GGG_2014B
488477,BBB,2013B,1418.0,24.0,,,F,Scotland,A Level or Equivalent,40-50%,0-35,0,60,N,Withdrawn,BBB_2013B
488524,FFF,2014B,7950.0,100.0,61.722715736019865,39.8,M,East Midlands Region,HE Qualification,40-50%,0-35,0,60,N,Pass,FFF_2014B
488525,FFF,2014J,7325.0,100.0,55.59644670049272,36.6,M,North Region,A Level or Equivalent,,0-35,1,120,N,Pass,FFF_2014J
488575,DDD,2013J,2797.5,40.0,,,M,Scotland,Lower Than A Level,20-30%,0-35,0,60,N,Withdrawn,DDD_2013J
488575,DDD,2014J,4255.0,50.0,,,M,Scotland,Lower Than A Level,20-30%,0-35,1,60,N,Withdrawn,DDD_2014J
488675,FFF,2013B,8325.0,100.0,64.65418781723534,41.6,M,North Region,Post Graduate Qualification,,35-55,0,120,N,Pass,FFF_2013B
488680,DDD,2013J,17852.5,200.0,89.3,89.3,M,South West Region,A Level or Equivalent,30-40%,35-55,1,80,N,Distinction,DDD_2013J
488755,CCC,2014J,178.0,2.0,,,F,East Anglian Region,HE Qualification,70-80%,35-55,0,30,N,Withdrawn,CCC_2014J
488758,FFF,2014B,1300.0,25.0,10.575153374233128,6.5,M,North Region,A Level or Equivalent,30-40%,0-35,1,60,N,Fail,FFF_2014B
488863,BBB,2013B,7402.0,100.0,56.5894670050603,37.0,F,South East Region,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,BBB_2013B
488941,DDD,2014J,18605.0,200.0,93.0,93.0,M,North Region,Post Graduate Qualification,,55<=,0,120,N,Distinction,DDD_2014J
488968,FFF,2013B,9400.0,100.0,97.3001310615865,47.0,F,South West Region,HE Qualification,50-60%,35-55,1,180,N,Distinction,FFF_2013B
488990,AAA,2014J,5430.0,100.0,43.31852791877856,27.2,M,South West Region,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,AAA_2014J
489084,DDD,2013J,1630.0,22.5,13.558282208588958,8.2,M,Scotland,HE Qualification,30-40%,0-35,1,60,N,Fail,DDD_2013J
489087,FFF,2013J,8150.0,100.0,63.35977157358175,40.8,M,Scotland,Lower Than A Level,30-40%,0-35,0,60,N,Pass,FFF_2013J
489137,FFF,2014B,8475.0,100.0,65.84390862941694,42.4,M,East Midlands Region,Post Graduate Qualification,60-70%,35-55,0,60,N,Pass,FFF_2014B
